time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-06-03T14:13:27.780Z,38.8066673,-122.7763367,-0.18,1.56,md,7,202,0.007407,0.03,nc,nc73896311,2023-06-03T16:05:18.980Z,"4km NNW of The Geysers, CA",earthquake,0.58,0.73,0.13,9,automatic,nc,nc
2023-06-03T14:12:56.326Z,-18.3122,-71.4318,28.589,4.3,mwr,24,171,1.037,0.89,us,us7000k63q,2023-06-03T15:18:34.040Z,"Off the coast of Tarapaca, Chile",earthquake,8.19,7.911,0.073,18,reviewed,us,us
2023-06-03T14:10:35.509Z,12.4555,48.2166,10,4.8,mb,98,80,5.334,0.95,us,us7000k63r,2023-06-03T14:29:16.040Z,"143 km N of Las Khorey, Somalia",earthquake,8.23,1.858,0.059,88,reviewed,us,us
2023-06-03T14:03:17.400Z,38.8134995,-122.7949982,1.34,0.76,md,11,61,0.005529,0.03,nc,nc73896306,2023-06-03T14:17:12.310Z,"5km NW of The Geysers, CA",earthquake,0.31,0.81,0.06,12,automatic,nc,nc
2023-06-03T13:59:59.530Z,34.305,-118.4703333,11.03,1.33,ml,22,110,0.01467,0.19,ci,ci40477040,2023-06-03T14:04:21.744Z,"2km W of Sylmar, CA",earthquake,0.41,0.57,0.142,29,automatic,ci,ci
2023-06-03T13:58:03.642Z,12.5705,48.095,10,5.4,mww,87,40,5.237,0.7,us,us7000k63p,2023-06-03T17:29:22.287Z,"156 km N of Las Khorey, Somalia",earthquake,9.8,1.859,0.093,11,reviewed,us,us
2023-06-03T13:50:31.831Z,38.886,-119.6279,2.1,0,ml,4,236.29,0.017,0.1337,nn,nn00860786,2023-06-03T15:09:49.991Z,"2 km NNE of Carter Springs, Nevada",earthquake,,3.5,0,1,reviewed,nn,nn
2023-06-03T13:50:00.650Z,38.8134995,-122.7770004,0.14,0.86,md,7,95,0.002889,0.02,nc,nc73896291,2023-06-03T13:51:37.360Z,"4km NNW of The Geysers, CA",earthquake,0.31,0.69,0.21,8,automatic,nc,nc
2023-06-03T13:48:35.130Z,38.8146667,-122.8263321,2.65,0.77,md,9,93,0.006202,0.05,nc,nc73896286,2023-06-03T13:50:07.215Z,"7km NW of The Geysers, CA",earthquake,0.83,1.32,0.12,11,automatic,nc,nc
2023-06-03T13:45:53.170Z,38.8111649,-122.776001,0.16,1.05,md,15,79,0.01541,0.04,nc,nc73896276,2023-06-03T14:01:10.214Z,"4km NNW of The Geysers, CA",earthquake,0.21,0.57,0.19,15,automatic,nc,nc
2023-06-03T13:42:49.570Z,38.8113327,-122.7771683,0.33,1.14,md,20,71,0.003354,0.04,nc,nc73896271,2023-06-03T14:42:13.482Z,"4km NNW of The Geysers, CA",earthquake,0.19,0.36,0.18,22,automatic,nc,nc
2023-06-03T13:42:10.680Z,64.9211,-148.9722,15.1,0.6,ml,,,,0.28,ak,ak02372wr3t8,2023-06-03T13:44:09.744Z,"31 km SE of Minto, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-06-03T13:41:08.060Z,38.7876663,-122.7779999,1.14,1.07,md,13,101,0.009507,0.03,nc,nc73896266,2023-06-03T13:42:43.501Z,"2km WNW of The Geysers, CA",earthquake,0.26,0.45,0.17,13,automatic,nc,nc
2023-06-03T13:37:48.800Z,38.8144989,-122.7746658,0.29,0.27,md,7,123,0.004863,0.01,nc,nc73896256,2023-06-03T13:39:23.753Z,"4km NNW of The Geysers, CA",earthquake,0.41,0.7,0.06,8,automatic,nc,nc
2023-06-03T13:36:33.170Z,38.8023338,-122.7779999,-0.1,0.39,md,8,125,0.01111,0.03,nc,nc73896251,2023-06-03T13:38:08.498Z,"3km NW of The Geysers, CA",earthquake,0.34,0.9,0.18,8,automatic,nc,nc
2023-06-03T13:30:20.310Z,33.3563333,-116.3973333,13.71,1.76,ml,57,43,0.08945,0.19,ci,ci40477024,2023-06-03T13:41:50.880Z,"11km N of Borrego Springs, CA",earthquake,0.22,0.52,0.197,27,automatic,ci,ci
2023-06-03T13:29:18.620Z,38.8116684,-122.7770004,0.51,1.07,md,15,71,0.01477,0.03,nc,nc73896236,2023-06-03T13:30:53.688Z,"4km NNW of The Geysers, CA",earthquake,0.21,0.51,0.11,16,automatic,nc,nc
2023-06-03T13:27:23.000Z,34.8231667,-116.4506667,12.18,0.91,ml,7,115,0.09536,0.16,ci,ci40477016,2023-06-03T13:30:53.356Z,"29km WNW of Ludlow, CA",earthquake,0.7,1.17,0.076,6,automatic,ci,ci
2023-06-03T13:26:45.150Z,38.7975006,-122.7773361,-0.65,1.44,md,25,74,0.009327,0.05,nc,nc73896226,2023-06-03T14:31:13.412Z,"3km NW of The Geysers, CA",earthquake,0.17,0.5,0.16,24,automatic,nc,nc
2023-06-03T13:17:16.890Z,43.2821666666667,-110.721333333333,6.43,0.98,ml,6,231,0.1793,0.06,mb,mb90016703,2023-06-03T14:03:40.640Z,"5 km E of Hoback, Wyoming",earthquake,0.88,3.26,0.186980323121193,8,reviewed,mb,mb
2023-06-03T13:13:23.470Z,38.7919998,-122.7750015,0.17,0.81,md,6,159,0.01016,0.03,nc,nc73896201,2023-06-03T13:14:58.131Z,"2km NW of The Geysers, CA",earthquake,0.49,1.31,0.11,9,automatic,nc,nc
2023-06-03T13:10:02.390Z,38.8106651,-122.7754974,0.75,0.78,md,8,198,0.00481,0.01,nc,nc73896196,2023-06-03T13:11:37.185Z,"4km NNW of The Geysers, CA",earthquake,0.56,0.66,0.21,8,automatic,nc,nc
2023-06-03T13:06:54.000Z,35.6628333,-118.3211667,7.9,0.91,ml,11,182,0.04077,0.12,ci,ci40477000,2023-06-03T13:10:19.223Z,"13km ESE of Wofford Heights, CA",earthquake,0.65,0.48,0.133,7,automatic,ci,ci
2023-06-03T13:06:11.460Z,38.7876663,-122.7770004,1.09,1.24,md,23,83,0.01015,0.03,nc,nc73896191,2023-06-03T13:38:11.324Z,"2km WNW of The Geysers, CA",earthquake,0.19,0.33,0.2,24,automatic,nc,nc
2023-06-03T13:04:47.230Z,33.2661667,-116.2135,10.94,1.13,ml,40,65,0.08076,0.23,ci,ci40476992,2023-06-03T13:08:15.013Z,"15km E of Borrego Springs, CA",earthquake,0.3,0.6,0.124,25,automatic,ci,ci
2023-06-03T13:04:34.880Z,38.8069992,-122.7763367,-0.29,1.18,md,18,72,0.007114,0.03,nc,nc73896186,2023-06-03T14:00:14.209Z,"4km NNW of The Geysers, CA",earthquake,0.19,0.47,0.14,18,automatic,nc,nc
2023-06-03T13:01:18.920Z,38.8095016,-122.7750015,-0.18,1.33,md,20,75,0.005813,0.05,nc,nc73896176,2023-06-03T13:27:11.002Z,"4km NNW of The Geysers, CA",earthquake,0.18,0.44,0.19,23,automatic,nc,nc
2023-06-03T13:00:34.850Z,38.8088341,-122.7746658,-0.22,1.46,md,23,76,0.006453,0.04,nc,nc73896171,2023-06-03T13:21:10.960Z,"4km NNW of The Geysers, CA",earthquake,0.18,0.39,0.17,25,automatic,nc,nc
2023-06-03T12:59:32.670Z,38.8095016,-122.7761688,-0.14,1.83,md,30,92,0.00515,0.04,nc,nc73896161,2023-06-03T13:15:10.906Z,"4km NNW of The Geysers, CA",earthquake,0.15,0.27,0.17,32,automatic,nc,nc
2023-06-03T12:57:37.280Z,46.8765,-112.529333333333,10.55,0.85,ml,11,107,0.05256,0.12,mb,mb90016698,2023-06-03T13:56:41.790Z,"14 km SE of Lincoln, Montana",earthquake,0.48,0.65,0.218716447228468,5,reviewed,mb,mb
2023-06-03T12:55:30.680Z,38.8113327,-122.776001,0.01,0.33,md,8,115,0.004134,0.02,nc,nc73896141,2023-06-03T12:57:07.172Z,"4km NNW of The Geysers, CA",earthquake,0.26,0.57,0.11,9,automatic,nc,nc
2023-06-03T12:54:11.980Z,38.7949982,-122.7801666,0.19,1.08,md,7,95,0.006324,0.02,nc,nc73896131,2023-06-03T12:55:46.965Z,"3km NW of The Geysers, CA",earthquake,0.3,1.06,0.11,9,automatic,nc,nc
2023-06-03T12:53:36.560Z,38.7890015,-122.7766647,0.8,0.3,md,7,142,0.009733,0.02,nc,nc73896126,2023-06-03T12:55:12.110Z,"2km NW of The Geysers, CA",earthquake,0.42,0.96,0.06,8,automatic,nc,nc
2023-06-03T12:50:02.790Z,38.8096657,-122.7774963,0.23,0.39,md,8,107,0.004368,0.03,nc,nc73896111,2023-06-03T12:51:36.975Z,"4km NNW of The Geysers, CA",earthquake,0.33,1.04,0.19,8,automatic,nc,nc
2023-06-03T12:49:15.910Z,38.8106651,-122.7748337,-0.15,1.05,md,11,76,0.005254,0.04,nc,nc73896106,2023-06-03T12:50:52.114Z,"4km NNW of The Geysers, CA",earthquake,0.27,0.55,0.22,12,automatic,nc,nc
2023-06-03T12:45:17.360Z,38.8076668,-122.7758331,-0.51,0.27,md,8,108,0.006749,0.02,nc,nc73896101,2023-06-03T12:46:52.034Z,"4km NNW of The Geysers, CA",earthquake,0.46,0.71,0.13,8,automatic,nc,nc
2023-06-03T12:44:59.960Z,38.7996674,-122.800499,1.07,1.06,md,18,54,0.009229,0.03,nc,nc73896096,2023-06-03T12:46:37.051Z,"5km WNW of The Geysers, CA",earthquake,0.2,0.5,0.09,19,automatic,nc,nc
2023-06-03T12:44:48.170Z,38.8106651,-122.777832,0.23,1.08,md,13,107,0.003417,0.03,nc,nc73896091,2023-06-03T12:46:22.065Z,"4km NNW of The Geysers, CA",earthquake,0.22,0.53,0.15,14,automatic,nc,nc
2023-06-03T12:37:23.977Z,39.6103,-119.9844,6.7,1.5,ml,11,73.62,0.018,0.1359,nn,nn00860775,2023-06-03T15:22:16.502Z,"7 km S of Cold Springs, Nevada",earthquake,,1.4,0.23,4,reviewed,nn,nn
2023-06-03T12:35:02.670Z,38.7851677,-122.7741699,0.21,0.43,md,7,124,0.0134,0,nc,nc73896076,2023-06-03T12:36:36.876Z,"2km WNW of The Geysers, CA",earthquake,0.31,1.05,0.17,7,automatic,nc,nc
2023-06-03T12:34:49.360Z,38.8074989,-122.7771683,-0.39,1.94,md,24,70,0.006374,0.06,nc,nc73896071,2023-06-03T13:39:13.083Z,"4km NNW of The Geysers, CA",earthquake,0.17,0.45,0.2,26,automatic,nc,nc
2023-06-03T12:27:30.810Z,38.7900009,-122.777832,1.34,0.76,md,7,113,0.008497,0.01,nc,nc73896041,2023-06-03T12:29:06.986Z,"2km NW of The Geysers, CA",earthquake,0.48,1.12,0.35,8,automatic,nc,nc
2023-06-03T12:25:23.180Z,38.8199997,-122.8451691,-0.76,0.34,md,7,177,0.01185,0.08,nc,nc73896021,2023-06-03T12:26:56.775Z,"9km WNW of The Geysers, CA",earthquake,1.09,4.84,0.13,7,automatic,nc,nc
2023-06-03T12:23:09.780Z,38.8163338,-122.7641678,2.33,1.13,md,9,128,0.01326,0.05,nc,nc73896006,2023-06-03T13:29:15.021Z,"4km W of Cobb, CA",earthquake,0.48,0.92,0.37,10,automatic,nc,nc
2023-06-03T12:22:54.653Z,60.2816,-148.3868,0,1.6,ml,,,,0.54,ak,ak02372w1ha1,2023-06-03T12:24:26.687Z,"31 km NW of Chenega, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-06-03T12:20:16.840Z,38.809166,-122.7953339,3.23,1.03,md,26,46,0.001196,0.02,nc,nc73895991,2023-06-03T12:49:51.465Z,"5km NW of The Geysers, CA",earthquake,0.25,0.42,0.13,26,automatic,nc,nc
2023-06-03T12:18:37.070Z,36.035,-117.7856667,-0.41,1.55,ml,14,104,0.09967,0.26,ci,ci40476904,2023-06-03T12:22:36.550Z,"15km E of Coso Junction, CA",earthquake,0.57,31.61,0.204,13,automatic,ci,ci
2023-06-03T12:18:24.690Z,38.8176651,-122.7618332,1.39,1.58,md,29,104,0.01426,0.05,nc,nc73895986,2023-06-03T12:41:11.675Z,"3km W of Cobb, CA",earthquake,0.22,0.37,0.17,30,automatic,nc,nc
2023-06-03T12:14:00.630Z,38.7971649,-122.7953339,0.23,0.92,md,10,95,0.00703,0.04,nc,nc73895966,2023-06-03T12:15:36.682Z,"4km WNW of The Geysers, CA",earthquake,0.33,0.72,0.19,11,automatic,nc,nc
2023-06-03T12:13:03.930Z,38.8100014,-122.7770004,0.21,1.31,md,21,71,0.004344,0.03,nc,nc73895956,2023-06-03T12:14:36.734Z,"4km NNW of The Geysers, CA",earthquake,0.18,0.33,0.26,21,automatic,nc,nc
2023-06-03T12:12:54.950Z,38.8058319,-122.7583313,0.46,1.2,md,19,101,0.00531,0.04,nc,nc73895951,2023-06-03T12:47:49.127Z,"3km N of The Geysers, CA",earthquake,0.24,0.42,0.14,15,automatic,nc,nc
2023-06-03T12:12:36.320Z,38.8069992,-122.7783356,2.22,1.01,md,9,80,0.006515,0.01,nc,nc73895946,2023-06-03T12:14:11.738Z,"4km NNW of The Geysers, CA",earthquake,0.43,0.95,0.26,10,automatic,nc,nc
2023-06-03T12:11:42.490Z,38.8003349,-122.8003311,0.92,1.42,md,25,39,0.008575,0.03,nc,nc73895936,2023-06-03T12:13:16.490Z,"5km NW of The Geysers, CA",earthquake,0.16,0.31,0.19,25,automatic,nc,nc
2023-06-03T12:10:56.450Z,38.8081665,-122.7768326,0.04,0.75,md,11,106,0.005909,0.02,nc,nc73895931,2023-06-03T12:12:31.658Z,"4km NNW of The Geysers, CA",earthquake,0.25,0.6,0.34,12,automatic,nc,nc
2023-06-03T12:10:25.250Z,38.8191681,-122.7591629,1.5,2.21,md,16,114,0.03102,0.02,nc,nc73895926,2023-06-03T15:24:13.723Z,"3km W of Cobb, CA",earthquake,0.24,0.73,0.37,15,automatic,nc,nc
2023-06-03T12:10:22.490Z,38.8123322,-122.7714996,0.79,2.83,md,8,137,0.007236,0.02,nc,nc73895921,2023-06-03T16:03:48.981Z,"4km NNW of The Geysers, CA",earthquake,0.47,0.66,0.53,6,automatic,nc,nc
2023-06-03T12:09:59.980Z,38.8175011,-122.7606659,1.58,2.71,md,50,62,0.0162,0.05,nc,nc73895916,2023-06-03T14:53:10.691Z,"3km W of Cobb, CA",earthquake,0.14,0.25,0.14,51,automatic,nc,nc
2023-06-03T12:09:38.590Z,38.8079987,-122.7773361,-0.2,0.93,md,11,93,0.005868,0.03,nc,nc73895911,2023-06-03T12:48:27.017Z,"4km NNW of The Geysers, CA",earthquake,0.23,0.48,0.4,11,automatic,nc,nc
2023-06-03T12:09:33.100Z,38.8026657,-122.7493362,0.48,1.88,md,8,104,0.008359,0.04,nc,nc73895906,2023-06-03T12:11:06.664Z,"3km NNE of The Geysers, CA",earthquake,0.31,0.85,0.21,8,automatic,nc,nc
2023-06-03T12:08:07.660Z,38.8043327,-122.7766647,0.88,1.71,md,19,71,0.009451,0.03,nc,nc73895891,2023-06-03T12:51:47.953Z,"4km NNW of The Geysers, CA",earthquake,0.19,0.39,0.44,21,automatic,nc,nc
2023-06-03T12:08:02.520Z,38.8113327,-122.7761688,0.29,2.03,md,13,73,0.004019,0.02,nc,nc73895886,2023-06-03T12:09:36.604Z,"4km NNW of The Geysers, CA",earthquake,0.23,0.36,0.15,13,automatic,nc,nc
2023-06-03T12:07:35.030Z,38.8269997,-122.7659988,-0.84,1.76,md,10,179,0.01788,0.01,nc,nc73895876,2023-06-03T12:09:11.722Z,"4km W of Cobb, CA",earthquake,0.66,1.66,0.43,10,automatic,nc,nc
2023-06-03T12:07:20.610Z,38.795,-122.7948333,0.57,2.45,md,82,30,0.005702,0.07,nc,nc73895896,2023-06-03T23:26:13.726Z,"4km WNW of The Geysers, CA",earthquake,0.08,0.14,0.206,76,reviewed,nc,nc
2023-06-03T12:06:35.020Z,38.8113327,-122.7771683,0.27,0.73,md,11,78,0.003354,0.01,nc,nc73895866,2023-06-03T12:08:11.716Z,"4km NNW of The Geysers, CA",earthquake,0.27,0.57,0.18,13,automatic,nc,nc
2023-06-03T12:06:21.410Z,38.8068352,-122.7593307,0.73,1.1,md,7,101,0.006208,0.01,nc,nc73895861,2023-06-03T13:08:12.851Z,"3km N of The Geysers, CA",earthquake,0.44,0.58,0.36,9,automatic,nc,nc
2023-06-03T12:06:13.860Z,38.8204994,-122.7799988,-0.12,0.49,md,8,99,0.00725,0.01,nc,nc73895856,2023-06-03T12:07:46.707Z,"5km W of Cobb, CA",earthquake,1,1.84,0.2,7,automatic,nc,nc
2023-06-03T12:06:02.380Z,38.8058333,-122.7831667,2.81,0.9,md,33,37,0.007664,0.03,nc,nc73895871,2023-06-03T23:09:16.611Z,"4km NW of The Geysers, CA",earthquake,0.18,0.27,0.29,29,reviewed,nc,nc
2023-06-03T12:05:28.100Z,38.7896667,-122.7805,0.6,0.88,md,22,101,0.006775,0.09,nc,nc73895846,2023-06-03T22:38:17.409Z,"2km WNW of The Geysers, CA",earthquake,0.27,0.54,0.321,21,reviewed,nc,nc
2023-06-03T12:03:58.400Z,38.7981667,-122.7953333,0.97,0.89,md,20,52,0.007641,0.05,nc,nc73895836,2023-06-03T22:26:18.340Z,"4km NW of The Geysers, CA",earthquake,0.24,0.19,0.387,18,reviewed,nc,nc
2023-06-03T12:03:23.370Z,38.8061667,-122.7825,-0.06,2.32,md,53,34,0.007223,0.06,nc,nc73895831,2023-06-03T22:14:10.253Z,"4km NW of The Geysers, CA",earthquake,0.08,0.16,0.334,38,reviewed,nc,nc
2023-06-03T12:02:39.800Z,38.8001667,-122.7725,0.81,2.94,md,58,37,0.01,0.05,nc,nc73895821,2023-06-03T21:17:12.561Z,"3km NNW of The Geysers, CA",earthquake,0.1,0.16,0.301,32,reviewed,nc,nc
2023-06-03T12:02:19.470Z,38.8116667,-122.7865,-0.37,1.5,md,21,175,0.007807,0.1,nc,nc73895816,2023-06-03T21:03:11.837Z,"5km NW of The Geysers, CA",earthquake,0.49,1.48,0.334,3,reviewed,nc,nc
2023-06-03T12:01:18.960Z,38.7921667,-122.7785,3.83,4.45,mw,106,25,0.007429,0.06,nc,nc73895826,2023-06-03T22:53:54.524Z,"2km NW of The Geysers, CA",earthquake,0.1,0.15,,4,reviewed,nc,nc
2023-06-03T11:59:29.010Z,38.7956657,-122.7781677,3.05,0.76,md,12,138,0.008014,0.01,nc,nc73895811,2023-06-03T12:16:13.518Z,"3km NW of The Geysers, CA",earthquake,0.49,0.71,0.18,13,automatic,nc,nc
2023-06-03T11:49:18.640Z,19.2403335571289,-155.406661987305,31.5599994659424,1.87,ml,46,132,,0.119999997,hv,hv73437892,2023-06-03T11:54:48.500Z,"8 km ENE of Pāhala, Hawaii",earthquake,0.53,0.74000001,3.31,7,automatic,hv,hv
2023-06-03T11:48:14.110Z,38.8361664,-122.7914963,1.43,0.76,md,10,74,0.002413,0.02,nc,nc73895806,2023-06-03T12:44:12.692Z,"6km WNW of Cobb, CA",earthquake,0.4,0.98,0.11,11,automatic,nc,nc
2023-06-03T11:38:08.090Z,46.885,-112.518,10.08,0.96,ml,11,114,0.04917,0.07,mb,mb90016693,2023-06-03T13:48:17.490Z,"14 km ESE of Lincoln, Montana",earthquake,0.46,0.42,0.128051627836782,6,reviewed,mb,mb
2023-06-03T11:29:46.650Z,35.6486667,-118.3181667,7.59,1.44,ml,21,68,0.05386,0.13,ci,ci40476872,2023-06-03T11:40:30.790Z,"14km ESE of Wofford Heights, CA",earthquake,0.21,0.56,0.22,17,automatic,ci,ci
2023-06-03T11:14:18.456Z,61.1275,-151.2375,76.1,1.3,ml,,,,0.2,ak,ak02372ve8u2,2023-06-03T11:22:06.884Z,"8 km W of Beluga, Alaska",earthquake,,1.7,,,automatic,ak,ak
2023-06-03T11:13:17.540Z,19.246166229248,-155.406005859375,31.3199996948242,2.04,ml,51,130,,0.140000001,hv,hv73437862,2023-06-03T12:02:17.040Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.48,0.649999976,3.31,24,automatic,hv,hv
2023-06-03T11:08:30.040Z,64.8643,-147.3052,7.7,0.3,ml,,,,0.34,ak,ak02372vczr9,2023-06-03T11:11:49.023Z,"12 km W of Two Rivers, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-06-03T11:02:08.287Z,37.2773,-117.5818,5.6,0.9,ml,9,123.93,0.068,0.1269,nn,nn00860768,2023-06-03T14:20:06.568Z,"53 km S of Silver Peak, Nevada",earthquake,,3.5,0.98,7,reviewed,nn,nn
2023-06-03T10:57:34.516Z,18.3398,145.8466,104.23,4.6,mb,42,127,3.082,0.4,us,us7000k62u,2023-06-03T11:31:55.040Z,"Pagan region, Northern Mariana Islands",earthquake,11.1,8,0.041,174,reviewed,us,us
2023-06-03T10:56:48.250Z,35.119,-97.57616667,6.64,2.54,ml,95,33,0.0638874631,0.2,ok,ok2023kujq,2023-06-03T23:28:17.798Z,"1 km N of Cole, Oklahoma",earthquake,,0.3,0.22,42,reviewed,ok,ok
2023-06-03T10:54:48.290Z,38.8438339,-122.879837,2.48,0.33,md,6,111,0.00956,0.02,nc,nc73895796,2023-06-03T11:52:11.357Z,"13km ENE of Cloverdale, CA",earthquake,0.46,0.98,0.23,7,automatic,nc,nc
2023-06-03T10:53:54.435Z,12.5855,48.0637,10,4.4,mb,32,198,5.21,0.63,us,us7000k62t,2023-06-03T11:58:53.040Z,"Gulf of Aden",earthquake,7.44,2.004,0.107,25,reviewed,us,us
2023-06-03T10:52:37.429Z,36.7331,-116.2928,8.8,-0.3,ml,5,144.2,0.017,0.0287,nn,nn00860779,2023-06-03T14:41:56.473Z,"45 km ESE of Beatty, Nevada",earthquake,,4,0,1,reviewed,nn,nn
2023-06-03T10:51:16.860Z,33.9766667,-116.9193333,12.77,0.66,ml,16,94,0.1095,0.13,ci,ci40476864,2023-06-03T10:54:49.346Z,"7km NW of Banning, CA",earthquake,0.37,1.14,0.194,15,automatic,ci,ci
2023-06-03T10:49:40.137Z,31.7193,-104.1044,5,2.5,ml,17,113,0.224,0.26,us,us7000k62q,2023-06-03T11:04:24.040Z,"western Texas",earthquake,1.04,1.832,0.064,52,reviewed,us,us
2023-06-03T10:48:02.887Z,62.3055,-148.7211,32.6,1.4,ml,,,,0.37,ak,ak02372v02ow,2023-06-03T10:49:57.480Z,"58 km NNW of Chickaloon, Alaska",earthquake,,0.1,,,automatic,ak,ak
2023-06-03T10:45:28.893Z,12.4324,48.0454,10,4.5,mb,24,146,5.165,0.42,us,us7000k62r,2023-06-03T11:51:06.040Z,"141 km N of Las Khorey, Somalia",earthquake,7.43,1.954,0.151,14,reviewed,us,us
2023-06-03T10:42:07.850Z,33.7186667,-118.6711667,0.96,1.74,ml,14,235,0.2239,0.35,ci,ci40476856,2023-06-03T10:45:57.297Z,"26km W of Rancho Palos Verdes, CA",earthquake,3.02,31.61,0.211,30,automatic,ci,ci
2023-06-03T10:42:04.100Z,38.8170013,-122.8028336,2.22,0.78,md,8,103,0.008529,0.03,nc,nc73895791,2023-06-03T11:24:13.197Z,"6km NW of The Geysers, CA",earthquake,0.58,1.07,0.33,8,automatic,nc,nc
2023-06-03T10:41:46.670Z,32.8483315,-116.0886688,14.46,1.52,ml,13,124,0.05679,0.25,ci,ci40476848,2023-06-03T10:44:18.578Z,"15km NW of Ocotillo, CA",earthquake,0.81,1.13,0.571,6,automatic,ci,ci
2023-06-03T10:35:41.030Z,41.9659,142.5958,62.132,4.9,mb,87,105,0.421,0.69,us,us7000k62j,2023-06-03T21:54:53.297Z,"26 km SW of Urakawa, Japan",earthquake,6.18,6.477,0.025,519,reviewed,us,us
2023-06-03T10:32:07.075Z,12.5533,48.0454,10,4.9,mb,53,83,5.186,0.37,us,us7000k62k,2023-06-03T10:59:32.040Z,"155 km N of Las Khorey, Somalia",earthquake,7.22,1.862,0.077,53,reviewed,us,us
2023-06-03T10:31:11.103Z,58.2108,-154.7358,16.5,0.7,ml,,,,0.9,ak,ak02372uwg5i,2023-06-03T10:33:14.328Z,"73 km NNW of Karluk, Alaska",earthquake,,1.2,,,automatic,ak,ak
2023-06-03T10:15:55.014Z,12.4187,47.9816,10,4.9,mb,40,78,5.101,0.32,us,us7000k62h,2023-06-03T10:38:56.040Z,"141 km N of Las Khorey, Somalia",earthquake,7.07,1.928,0.095,35,reviewed,us,us
2023-06-03T10:13:16.670Z,19.3936672210693,-155.274169921875,1.37000000476837,2.58,ml,39,49,,0.200000003,hv,hv73437797,2023-06-03T10:30:02.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.24,0.200000003,2.06,24,automatic,hv,hv
2023-06-03T10:08:33.481Z,-20.6574,-68.9661,135.688,5,mww,28,56,1.007,1.01,us,us7000k62d,2023-06-03T17:06:18.752Z,"80 km ESE of La Tirana, Chile",earthquake,5.89,7.351,0.08,15,reviewed,us,us
2023-06-03T10:00:34.214Z,62.2805,-149.8384,35.4,1.1,ml,,,,0.52,ak,ak02372upuql,2023-06-03T10:03:17.468Z,"Central Alaska",earthquake,,6.4,,,automatic,ak,ak
2023-06-03T09:55:56.400Z,33.3993333,-116.3756667,5.49,0.8,ml,28,111,0.1306,0.2,ci,ci40476816,2023-06-03T09:59:45.238Z,"16km N of Borrego Springs, CA",earthquake,0.32,1.55,0.183,18,automatic,ci,ci
2023-06-03T09:51:07.790Z,47.785333333333334,-122.85066666666667,20.4,1.12,ml,14,74,0.04909,0.22,uw,uw61930266,2023-06-03T21:39:06.180Z,"4 km SSE of Quilcene, Washington",earthquake,0.55,0.82,0.10464347064062829,7,reviewed,uw,uw
2023-06-03T09:50:49.900Z,36.7863333,-121.333,8.07,1.84,md,45,91,0.07947,0.09,nc,nc73895781,2023-06-03T21:59:12.158Z,"1km WSW of Tres Pinos, CA",earthquake,0.2,0.42,0.168,45,reviewed,nc,nc
2023-06-03T09:50:17.380Z,38.7371674,-122.6998367,-0.75,1.04,md,8,231,0.03097,0.34,nc,nc73895776,2023-06-03T10:42:14.966Z,"4km S of Anderson Springs, CA",earthquake,2.85,3.7,0.18,7,automatic,nc,nc
2023-06-03T09:48:56.030Z,46.8781666666667,-112.537166666667,9.43,0.81,ml,11,107,0.05819,0.15,mb,mb90016678,2023-06-03T13:37:10.940Z,"Western Montana",earthquake,0.65,0.76,0.105464930592775,6,reviewed,mb,mb
2023-06-03T09:43:36.492Z,12.8129,47.8315,10,4.6,mb,50,80,5.038,0.65,us,us7000k62c,2023-06-03T10:11:53.040Z,"187 km NNW of Las Khorey, Somalia",earthquake,12.66,1.922,0.084,42,reviewed,us,us
2023-06-03T09:41:57.090Z,38.8366661,-122.8366699,1.31,0.44,md,15,105,0.002131,0.01,nc,nc73895771,2023-06-03T10:15:13.809Z,"10km NW of The Geysers, CA",earthquake,0.28,0.54,0.28,15,automatic,nc,nc
2023-06-03T09:33:46.970Z,17.9888333333333,-66.9923333333333,11.65,2.15,md,5,152,0.05302,0.08,pr,pr71412208,2023-06-03T09:45:56.240Z,"5 km ENE of La Parguera, Puerto Rico",earthquake,1.67,1.27,0.163807846267204,4,reviewed,pr,pr
2023-06-03T09:32:27.100Z,46.87533333333333,-121.94116666666666,5.14,0.15,ml,17,76,0.01183,0.09,uw,uw61930261,2023-06-03T18:19:12.460Z,"14 km NNE of Ashford, Washington",earthquake,0.3,0.5,0.05512289944514519,7,reviewed,uw,uw
2023-06-03T09:23:56.093Z,37.5315,56.7631,10,4.1,mb,26,172,1.145,0.64,us,us7000k625,2023-06-03T09:48:28.040Z,"northeastern Iran",earthquake,7.65,1.965,0.131,16,reviewed,us,us
2023-06-03T09:23:19.359Z,62.9173,-148.3671,13.7,1.2,ml,,,,0.27,ak,ak02372u9bgf,2023-06-03T09:24:45.578Z,"60 km SSE of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
